URI,雑誌タイトル,マンガタイトル,各話タイトル,作者名,開始ページ,終了ページ,雑誌巻号名,ページ数,出版日,価格
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,月下美人,れんさい第10回,ひうらさとる,346,378,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,オレンジポケット,最終回,高瀬綾,381,411,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,月うさぎたまご姫,第5話　おーかみ族のヒミツ兵器の巻,片岡みちる,47,62,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602293,なかよし,スマイルアゲイン,連載第4回,高杉菜穂子,63,95,なかよし 1990年 表示号数7,430,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,銀色のハーモニー,第6回,柊あおい,123,159,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,くるみの森,第4回,萩岩睦美,160,175,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,ハンサムな彼女,番外編　OSAMU　後編,吉住渉,183,223,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,いちご金時れもん味,第3回,浦川まさる,224,259,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,たんぽぽたん,ふるい玉子　／　ハムスター　／　絵入りクッション　／　おハダのお手入れ,ところはつえ,264,265,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,女ともだち,第2回,一条ゆかり,267,304,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,マインド・ゲーム,第7回,椎名あゆみ,305,340,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,てこてこはこべ,かゆい!!　／　知らないおじさん　／　ブクブク　／　大きな親切,沢田とろ,348,349,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,こいつら100％伝説,第15回,岡田あーみん,402,413,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,どれみふぁドレミ,第35回　イタズラ魔法使い,赤座ひではる,52,59,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,ちびまる子ちゃん,その46　『まる子　まぼろしの洋館を見る』の巻,さくらももこ,65,81,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M597524,りぼん,マリンブルーの風に抱かれて,第11回,矢沢あい,83,121,りぼん 1990年 表示号数7,466,1990-07-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,アイ?BOY,連載第24回,あさぎり夕,11,51,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,きんぎょ注意報！,第18回,猫部ねこ,113,144,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,月下美人,れんさい第11回,ひうらさとる,147,180,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,アマリリス,連載第3回,竹田真理子,183,213,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,光の中の子供たち,新連載,福原ふみよ,215,247,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,DYNAMITES！（ダイナマイツ）,最終回,飛鳥あると,249,279,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,スマイルアゲイン,連載第5回,高杉菜穂子,281,313,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,ひかりちゃんSHOCK！,第5話　プールサイドの秘密,山田浩一,315,324,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,すくらんぶる同盟,れんさい第26回,松本洋子,331,369,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,きうぴーさん,動物園へいこう！　その3,平園マリ香,371,375,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,わんころべえ,１.わんころの日記　／　2．しめちゃんの日記　／　3．ライバルちゃんの日記　／　4．よこづなちゃんの日記　／　5．はりおくんの日記　／　6．おばけちゃんの日記,あべゆりこ,56,59,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,リトル行進曲（マーチ）,連載第2回,八木ちあき,63,95,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602292,なかよし,月うさぎたまご姫,第6話　うさうさマン逆襲の巻,片岡みちる,97,112,なかよし 1990年 表示号数8,430,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,くるみの森,第5回,萩岩睦美,105,121,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,てこてこはこべ,けんか　／　良いテスト　悪いテスト　／　正しい道路の歩き方　／　プールで算数　／　虫とり　／　トカゲのしっぽ,沢田とろ,128,130,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,ちびまる子ちゃん,その47　『まるちゃんラジオ体操がイヤで仕方ない』の巻,さくらももこ,131,147,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,銀色のハーモニー,第7回,柊あおい,185,223,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,女ともだち,第3回,一条ゆかり,225,261,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,たんぽぽたん,カミナリ　／　死んだふり　／　かゆい～グリグリ　／　スヤスヤ　グーグー,ところはつえ,262,263,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,マリンブルーの風に抱かれて,第12回,矢沢あい,267,305,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,いちご金時れもん味,第4回,浦川まさる,307,343,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,こいつら100％伝説,第16回,岡田あーみん,383,396,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,どれみふぁドレミ,第36回　夏の大冒険,赤座ひではる,52,61,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M597523,りぼん,ときめきトゥナイト2,番外編　銀河ロマンスの夜,池野恋,63,103,りぼん 1990年 表示号数8,464,1990-08-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,きんぎょ注意報！,第19回,猫部ねこ,11,43,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,月うさぎたまご姫,第7話　新しい仲間の巻,片岡みちる,115,130,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,アイ?BOY,最終回,あさぎり夕,131,171,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,わんころべえ,南の国　／　しんせつ　／　なまず　／　ゴルフクラブ　／　たいへん！　／　カラオケ　／　だーれだ?,あべゆりこ,172,175,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,家族のモンダイ,新連載,早稲田ちえ,181,215,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,光の中の子供たち,連載第2回,福原ふみよ,217,247,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,月下美人,れんさい第12回,ひうらさとる,249,280,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,すくらんぶる同盟,れんさい第27回,松本洋子,283,322,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,きうぴーさん,きうぴーさんの恋　その1,平園マリ香,323,327,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,スマイルアゲイン,連載第6回,高杉菜穂子,331,363,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,ひかりちゃんSHOCK！,第6話　いかれたバンド地獄（前編）,山田浩一,365,374,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,リトル行進曲（マーチ）,連載第3回,八木ちあき,47,79,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602290,なかよし,アマリリス,連載第4回,竹田真理子,81,113,なかよし 1990年 表示号数9,430,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,姫ちゃんのリボン,第2回,水沢めぐみ,13,51,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,くるみの森,第6回,萩岩睦美,142,159,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,ちびまる子ちゃん,その48　『まる子　南の島のおみやげ分配に困る』の巻,さくらももこ,165,181,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,ときめきトゥナイト2,番外編　銀河ロマンスの夜　後編,池野恋,183,223,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,マリンブルーの風に抱かれて,第13回,矢沢あい,224,259,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,こいつら100％伝説,第17回,岡田あーみん,261,273,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,たんぽぽたん,大自然　／　ワーイ　いただき　／　これなあに?　／　カゴの虫,ところはつえ,280,281,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,銀色のハーモニー,第8回,柊あおい,283,321,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,女ともだち,第3回,一条ゆかり,323,359,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,いちご金時れもん味,第5回,浦川まさる,360,393,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,てこてこはこべ,鳥　／　登校拒否　／　夏の思い出　／　記念写真,沢田とろ,394,395,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M597522,りぼん,どれみふぁドレミ,第37回　原っぱよ　いつまでも,赤座ひではる,52,59,りぼん 1990年 表示号数9,466,1990-09-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,ミンミン！,新連載　／　闇の帝王ロキの陰謀（前編）,あさぎり夕,11,53,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,きんぎょ注意報！,連載第20回,猫部ねこ,115,146,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,スマイルアゲイン,連載第7回,高杉菜穂子,149,179,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,わんころべえ,試着　／　落ち葉　／　算数　／　目の日　／　現実　／　スタート　／　救護班,あべゆりこ,222,225,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,アマリリス,連載第5回,竹田真理子,233,263,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,リトル行進曲（マーチ）,連載第4回,八木ちあき,265,297,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,月下美人,連載第13回,ひうらさとる,299,328,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,ひかりちゃんSHOCK！,第7話いかれたバンド地獄（後編）,山田浩一,331,340,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,家族のモンダイ,連載第2回,早稲田ちえ,346,379,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,光の中の子供たち,連載第3回,福原ふみよ,381,411,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,きうぴーさん,きうぴーさんの恋　その2,平園マリ香,55,59,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,Theチェリー・プロジェクト,新連載,武内直子,63,97,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M602289,なかよし,月うさぎたまご姫,第8話　アミューンの正体は・・・！？,片岡みちる,99,114,なかよし 1990年 表示号数10,430,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M597521,りぼん,君におくるエール,第2回,あいざわ遥,105,139,りぼん 1990年 表示号数10,466,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M597521,りぼん,ハンサムな彼女　第2部,第1回,吉住渉,13,55,りぼん 1990年 表示号数10,466,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M597521,りぼん,くるみの森,第7回,萩岩睦美,140,157,りぼん 1990年 表示号数10,466,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M597521,りぼん,てこてこはこべ,かむ　／　秋の夜　／　さがしもの　／　柿,沢田とろ,160,161,りぼん 1990年 表示号数10,466,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M597521,りぼん,ちびまる子ちゃん,その49　『まる子　はまじとウワサになる』の巻,さくらももこ,165,181,りぼん 1990年 表示号数10,466,1990-10-01,390
https://mediaarts-db.bunka.go.jp/id/M597521,りぼん,銀色のハーモニー,第9回,柊あおい,183,220,りぼん 1990年 表示号数10,466,1990-10-01,390
